Tour,Id_phrase,phrase,lemmes,accord
24,frau-upn_2010040-05_CR_CA_1997-03-24_TEI.s66,Mme DUBOIS met en garde contre le mode de calcul de la dotation dite la plus faible par étudiant Cela ne doit pas être une simple division qui ignorerait un certain nombre de paramètres .,Monsieur DUBOIS mettre en garde contre le mode de calcul de le dotation dire le plus faible par étudiant cela ne devoir pas être un simple division qui ignorer un certain nombre de paramètre .,D
10,weban-upn_PV_CA_2016-05-23_TEI.s35,"Elle précise en outre que les personnels BIATSS ne sont pas tous équipés de matériel informatique leur permettant d' accéder aux documents dématérialisés mis à leur disposition par la Direction de l' Université autrement qu' avec leur PC personnel , ce qu' elle juge tout à fait anormal .","lui préciser en outre que le personnel BIATSS ne être pas tout équiper de matériel informatique eux permettre de accéder à+le document dématérialiser mettre à son disposition par le direction de le université autrement que avec son PC personnel , ce que lui juger tout à fait anormal .",D
26,weban-upn_PV_CA_2016-05-23_TEI.s151,"Au vu de l' état des finances de l' UPOND , M. LE VAN jugerait tout à fait inacceptable que l' Etat puisse exiger de l' Université qu' elle prenne en charge la revalorisation du point d' indice .","à+le vu de le état de+le finance de le UPOND , Monsieur le Van juger tout à fait inacceptable que le état pouvoir exiger de le université que lui prendre en charge le revalorisation de+le point de indice .",D
54,weban-upn_PV_CA_2016-05-23_TEI.s224,Il juge en effet anormal qu' un tel écart de tarif soit proposé entre ces deux catégories d' étudiants .,lui juger en effet anormal que un tel écart de tarif être proposer entre ce deux catégorie de étudiant .,D
59,weban-upn_PV_CA_2016-05-23_TEI.s231,"M. EL GHOZI juge excessif l' écart de tarif proposé par l' équipe en charge du SUAPS , entre les étudiants de l' UPOND , d' une part , et les étudiants extérieurs à l' Université , d' autre part .","Monsieur EL GHOZI juger excessif le écart de tarif proposer par le équipe en charge de+le SUAPS , entre le étudiant de le UPOND , de un part , et le étudiant extérieur à le université , de autre part .",D
93,weban-upn_PV_CA_2016-05-23_TEI.s322,M. RAGOT juge peu opportun de changer de nom trop souvent pour une université telle que Nanterre .,Monsieur RAGOT juger peu opportun de changer un nom trop souvent pour un université tel que Nanterre .,D
41,frau-upn_2010040-04_CR_CA_1995-03-20_TEI.s298,"Nous tenons tout d' abord à rappeler que nous sommes contre le principe du F.AV.E qui participe à la logique de désengagement financier de l' Etat et qui vise à reporter sur le dos des étudiants , un certain nombre de coûts , dont celui de l' aide sociale .","nous tenir tout de abord à rappeler que nous être contre le principe de+le F.AV.E qui participer à le logique de désengagement financier de le état et qui viser à reporter sur le dos de+le étudiant , un certain nombre de coût , dont celui de le aide social .",D
29,weban-upn_PV_CA_2008-03-27_TEI.s219,Il exprime son désaccord sur la décision de limiter à deux tours .,lui exprimer son désaccord sur le décision de limiter à deux tour .,D
34,weban-upn_PV_CA_2008-03-27_TEI.s247,"Dans ce cadre là , elle trouverait dommage de perdre ces liens forts permettant , non pas de négocier avec une entreprise ou deux , mais d' être en relation de partenariat très ouvert avec le monde socio-économique .","dans ce cadre là , lui trouver dommage de perdre ce lien fort permettre , non pas de négocier avec un entreprise ou deux , mais de être en relation de partenariat très ouvert avec le monde socio-économique .",D
34,weban-upn_PV_CA_2008-03-27_TEI.s248,Il serait regrettable que cette expérience très positive puisse être interrompue .,il_expl être regrettable que ce expérience très positif pouvoir être interrompre .,D
64,weban-upn_PV_CA_2008-03-27_TEI.s345,Elle trouverait dommage qu' un consensus ne soit pas trouvé pour cette question si cruciale du choix d' un Président .,lui trouver dommage que un consensus ne être pas trouver pour ce question si crucial de+le choix de un président .,D
78,weban-upn_PV_CA_2008-03-27_TEI.s387,Elle est contre la réouverture des candidatures car il y a un problème de légitimité vis-à-vis des électeurs .,lui être contre le réouverture de+le candidature car il_expl y avoir un problème de légitimité vis-à-vis de+le électeur .,D
81,weban-upn_PV_CA_2008-03-27_TEI.s393,Il ne trouve pas très sain de faire pression sur une partie des membres de la communauté universitaire pour avoir une voix de plus .,lui ne trouver pas très sain de faire pression sur un partie de+le membre de le communauté universitaire pour avoir un voix de plus .,D
88,weban-upn_PV_CA_2008-03-27_TEI.s409,Il est contre .,lui être contre .,D
106,weban-upn_PV_CA_2008-03-27_TEI.s464,"Les deux vice-présidents sont en désaccord , l' un est contre la réouverture , l' autre y est favorable mais pas dans un calendrier aussi serré .","le deux vice-président être en désaccord , le un être contre le réouverture , le autre y être favorable mais pas dans un calendrier aussi serré .",D
10,weban-upn_PV_CA_2015-11-23_TEI.s46,Il est regrettable de limiter la lutte contre les discriminations à la communication et à l' exemplarité .,il_expl être regrettable de limiter le lutte contre le discrimination à le communication et à le exemplarité .,D
19,weban-upn_PV_CA_2015-11-23_TEI.s132,"En conséquence , les élus FSU voteront contre le projet de budget et appellent les administrateurs à voter contre .","en conséquence , le élu Fsu voter contre le projet de budget et appeler le administrateur à voter contre .",D
8,fradhds-upn_2283W_CR_CA_1988-03-21_TEI.s50,"Monsieur SADOCK s' étonne de ces décisions , et trouve fort regrettable qu' à partir du moment où il y a eu provocation de la part d' une organisation en particulier , toutes les autres en subissent les conséquences .","Monsieur SADOCK se_expl étonner de ce décision , et trouver fort regrettable que à partir de+le moment où lui y avoir avoir provocation de le part de un organisation en particulier , tout le autre en subir le conséquence .",D
12,fradhds-upn_2283W_CR_CA_1988-03-21_TEI.s84,"C' est pourquoi les élus UNEF-ID voteront contre le budget proposé au conseil d' administration du 21 mars 1988 , et appellent l' ensemble des membres du conseil d' administration à voter contre ce projet de budget . ""","ce être pourquoi le élu UNEF-ID voter contre le budget proposer à+le conseil de administration de+le 21 mars 1988 , et appeler le ensemble de+le membre de+le conseil de administration à voter contre ce projet de budget . """,D
50,frau-upn_2010040-05_CR_CA_1999-05-31_TEI.s141,M. RODRIGUEZ se dit en désaccord avec la position des étudiants mais aussi avec la solution proposée ;,Monsieur RODRIGUEZ soi dire en désaccord avec le position de+le étudiant mais aussi avec le solution proposer ;,D
62,frau-upn_2010040-05_CR_CA_1999-05-31_TEI.s175,Mme LANCRY souligne que cette formule est performante et qu' il serait regrettable que notre université ne l' adopte pas .,Monsieur LANCRY souligner que ce formule être performant et que il_expl être regrettable que son université ne lui adopter pas .,D
72,frau-upn_2010040-05_CR_CA_1999-05-31_TEI.s207,pour autant il y est hostile pour plusieurs raisons :,pour autant lui y être hostile pour plusieurs raison :,D
25,weban-upn_PV_CA_2012-05-03_TEI.s72,Claude MARIUS affirme son désaccord avec Jean-François BALAUDE concernant l' image de marque .,Claude Marius affirmer son désaccord avec Jean-françois BALAUDE concernant le image de marque .,D
39,weban-upn_PV_CA_2012-05-03_TEI.s111,Aram MARDIROSSIAN se déclare fortement hostile à ce PRES car :,Aram MARDIROSSIAN se_expl déclarer fortement hostile à ce PRES car :,D
43,weban-upn_PV_CA_2012-05-03_TEI.s136,"En son nom et en celui de François BOST , ils voteront contre ce projet de convention .","en son nom et en celui de François Bost , eux voter contre ce projet de convention .",D
44,weban-upn_PV_CA_2012-05-03_TEI.s138,Les remarques formulées par Soraya AMRANI-MEKKI montrent qu' elle est très réticente mais elles sont transposables à n' importe quel PRES .,le remarque formuler par Soraya AMRANI-MEKKI montrer que lui être très réticent mais eux être transposable à ne importer quel PRES .,D
59,weban-upn_PV_CA_2012-05-03_TEI.s173,Elle trouve le contrat léonin et est outrée par l' article 4 :,lui trouver le contrat léonin et être outrer par le article 4 :,D
63,weban-upn_PV_CA_2017-12-11_TEI.s289,Elle se dit par ailleurs en désaccord avec le fait de ne rien demander sur le niveau de la subvention pour charge de service public ;,lui se_expl dire par ailleurs en désaccord avec le fait de ne rien demander sur le niveau de le subvention pour charge de service public ;,D
13,fradhds-upn_2283W_CR_CA_1988-04-18_TEI.s59,Monsieur COLLET ne peut donner d' avis sur cette question qu' il estime trop technique .,Monsieur COLLET ne pouvoir donner un avis sur ce question que lui estimer trop technique .,D
30,fradhds-upn_2283W_CR_CA_1988-04-18_TEI.s144,"En l' état actuel des informations que nous possédons , le Conseil d' Administration de l' Université Paris-X-Nanterre se prononce contre l' aliénation d' une partie du campus universitaire ""","en le état actuel de+le information que nous posséder , le conseil de administration de le université Paris-X-Nanterre se_expl prononcer contre le aliénation de un partie de+le campus universitaire """,D
18,weban-upn_PV_CA_2007-02-19_TEI.s58,"Monsieur LAKS estime qu' il est extraordinaire que les collègues ne puissent pas avoir du Président un état de la situation et soient conduits à s' en remettre à internet , par exemple par le biais du site de la Région , sur lequel les propositions et décisions avant arbitrage final sont diffusées .","Monsieur LAKS estimer que il_expl être extraordinaire que le collègue ne pouvoir pas avoir du président un état de le situation et être conduire à soi en remettre à internet , par exemple par le biais de+le site de le région , sur lequel le proposition et décision avant arbitrage final être diffuser .",D
27,weban-upn_PV_CA_2007-02-19_TEI.s83,Mademoiselle MARY déclare qu' un certain nombre d' organisations et de personnalités de l' intersyndicale sont en désaccord avec cette convention .,Mademoiselle Mary déclarer que un certain nombre de organisation et de personnalité de le intersyndicale être en désaccord avec ce convention .,D
48,weban-upn_PV_CA_2007-02-19_TEI.s200,"Il estime qu' il n' est pas bon que des débats aient uniquement lieu , comme à l' automne dernier , sur la hauteur des primes .","lui estimer que il_expl ne être pas bon que un débat avoir uniquement lieu , comme à le automne dernier , sur le hauteur de+le prime .",D
86,weban-upn_PV_CA_2007-02-19_TEI.s425,Madame VALLAT est également choquée que tout le monde ne soit pas traité de la même manière .,Monsieur VALLAT être également choquer que tout le monde ne être pas traiter de le même manière .,D
113,weban-upn_PV_CA_2007-02-19_TEI.s497,Il est assez choqué que sur 26 membres il n' y ait qu' un seul représentant des personnels IATOS prévu .,il_expl être assez choquer que sur 26 membre il_expl ne y avoir que un seul représentant de+le personnel IATOS prévoir .,D
21,frau-upn_2010040-04_CR_CA_1991-02-18_TEI.s121,"Compte tenu de la complexité de la procédure budgétaire , il est regrettable qu' un certain nombre de membres de la Commission Budgétaire ne soient pas présents aux réunions .","compte tenir de le complexité de le procédure budgétaire , il_expl être regrettable que un certain nombre de membre de le commission budgétaire ne être pas présent à+le réunion .",D
23,frau-upn_2010040-04_CR_CA_1991-02-18_TEI.s126,Madame RIOUX est surprise du problème financier de l' I.U.T. de Cergy-Pontoise dont n' a pas tenu compte le Ministère .,Monsieur Rioux être surprise de+le problème financier de le I.U.T. de Cergy-Pontoise dont ne avoir pas tenir compte le ministère .,D
58,weban-upn_PV_CA_2008-09-22_TEI.s186,"Elle trouverait inconcevable de délocaliser les compétences dans les UFR , d' autant plus que les composantes manquent de personnels .","lui trouver inconcevable de délocaliser le compétence dans le UFR , de autant plus que le composante manquer de personnel .",D
66,weban-upn_PV_CA_2010-07-05_TEI.s284,Ils ne sont pas opposés au projet mais ont été surpris par la rapidité de la présentation et émus par le déménagement tel qu' il a été annoncé .,eux ne être pas opposer à+le projet mais avoir être surprendre par le rapidité de le présentation et émouvoir par le déménagement tel que lui avoir être annoncer .,D
75,weban-upn_PV_CA_2010-07-05_TEI.s314,"De plus , il est surpris que l' université soit minoritaire dans la commission .","de plus , il_expl être surprendre que le université être minoritaire dans le commission .",D
90,weban-upn_PV_CA_2010-07-05_TEI.s357,Elle est étonnée que des travaux soient engagés alors qu' il n' y a pas de plan d' aménagement du lieu .,lui être étonner que un travaux être engager alors que il_expl ne y avoir pas un plan de aménagement de+le lieu .,D
118,weban-upn_PV_CA_2010-07-05_TEI.s470,Madame COQUELET votera contre la proposition .,Monsieur COQUELET voter contre le proposition .,D
125,weban-upn_PV_CA_2010-07-05_TEI.s503,Mademoiselle BALLON exprime son désaccord avec les propos de M. BOUTILLIER concernant le « pari » que feraient les organisations étudiantes .,Mademoiselle Ballon exprimer son désaccord avec le propos de Monsieur BOUTILLIER concernant le « pari » que faire le organisation étudiant .,D
143,weban-upn_PV_CA_2010-07-05_TEI.s548,"Elle appelle , au nom du SNESUP , à voter contre tout texte qui incluerait un engagement subreptice à un changement de calendrier .","lui appeler , à+le nom de+le SNESUP , à voter contre tout texte qui inclurer un engagement subreptice à un changement de calendrier .",D
145,weban-upn_PV_CA_2010-07-05_TEI.s551,Monsieur CROWLEY estime qu' il serait irresponsable de demander le vote d' un changement de calendrier total pour 2010-2011 .,Monsieur CROWLEY estimer que il_expl être irresponsable de demander le vote de un changement de calendrier total pour 2010-2011 .,D
176,weban-upn_PV_CA_2010-07-05_TEI.s662,"Ils appellent à voter contre , considérant que cela crée un précédent et transforme l' université en une sorte d' agence de moyens qui distribue des labels de crédit scientifique à des petites entreprises .","eux appeler à voter contre , considérer que cela créer un précédent et transformer le université en un sorte de agence de moyen qui distribuer un label de crédit scientifique à un petit entreprise .",D
177,weban-upn_PV_CA_2010-07-05_TEI.s663,Madame FONSECA exprime son désaccord .,Monsieur FONSECA exprimer son désaccord .,D
192,weban-upn_PV_CA_2010-07-05_TEI.s690,Mademoiselle BALLON exprime son désaccord .,Mademoiselle Ballon exprimer son désaccord .,D
6,fradhds-upn_2283W_CR_CA_1985-11-18_TEI.s11,Mme ULLMO est étonnée que les instances n' aient pas été consultées les premières .,Monsieur ULLMO être étonner que le instance ne avoir pas être consulter le premier .,D
11,weban-upn_PV_CA_2007-06-25_TEI.s80,"Elle dénonce une parodie de concertation et informe l' assemblée que les syndicats nationaux sont en désaccord avec les 20 propositions de la CPU , dont le Président fait d' ailleurs partie .","lui dénoncer un parodie de concertation et informer le assemblée que le syndicat national être en désaccord avec le 20 proposition de le CPU , dont le président faire de ailleurs partie .",D
11,weban-upn_PV_CA_2007-06-25_TEI.s81,"Elle estime ces propositions dangereuses pour l' Université , créant à termes des universités à plusieurs vitesses .","lui estimer ce proposition dangereux pour le université , créer à terme un université à plusieurs vitesse .",D
27,weban-upn_PV_CA_2007-06-25_TEI.s168,"En réponse à Monsieur de TALHOUET , il estime injuste de dire qu' il n' y a pas eu de projet émanant de l' Université .","en réponse à Monsieur de TALHOUET , lui estimer injuste de dire que il_expl ne y avoir pas avoir un projet émaner de le université .",D
55,weban-upn_PV_CA_2007-06-25_TEI.s281,Il votera également contre cette liste de fonctions .,lui voter également contre ce liste de fonction .,D
103,weban-upn_PV_CA_2007-06-25_TEI.s401,"Or , l' Université a déjà connu cette expérience sur d' autres services communs et il l' estime profondément catastrophique du point de vue budgétaire .","or , le université avoir déjà connaître ce expérience sur un autre service commun et lui lui estimer profondément catastrophique de+le point de vue budgétaire .",D
140,weban-upn_PV_CA_2007-06-25_TEI.s558,"Mademoiselle MARY , en tant que membre de la CSE , se dit contre cette mesure .","Mademoiselle Mary , en tant que membre de le CSE , se_expl dire contre ce mesure .",D
10,weban-upn_PV_CA_2016-10-24_TEI.s57,"En revanche , il est plus sceptique concernant la capacité des collectivités locales à accompagner l' Université .","en revanche , lui être plus sceptique concernant le capacité de+le collectivité local à accompagner le université .",D
13,weban-upn_PV_CA_2016-10-24_TEI.s70,"Elle était donc très réticente , notamment en raison du fait que cette première vague est intervenue au même moment que le passage aux RCE .","lui être donc très réticent , notamment en raison de+le fait que ce premier vague être intervenir à+le même moment que le passage à+le RCE .",D
19,weban-upn_PV_CA_2016-10-24_TEI.s91,Cette situation est fort regrettable .,ce situation être fort regrettable .,D
47,weban-upn_PV_CA_2016-10-24_TEI.s186,Cette situation est regrettable .,ce situation être regrettable .,D
120,frau-upn_2010040-04_CR_CA_1991-06-24_TEI.s437,Le Président est prêt à donner toute information et trouve scandaleuse la manière dont ces étudiantes ont été envoyées à Nanterre .,le président être prêt à donner tout information et trouver scandaleux le manière dont ce étudiant avoir être envoyer à Nanterre .,D
23,frau-upn_2010040_CR_CA_1990-10-08_TEI.s82,C. RIOUX est choquée que le gouvernement délègue à l' Université la décision d' expulsion des étudiants irakiens .,C. Rioux être choquer que le gouvernement déléguer à le université le décision de expulsion de+le étudiant irakien .,D
73,weban-upn_PV_CA_2008-10-17_TEI.s166,"En revanche , elle estime dommageable qu' il n' y ait qu' une seule candidature .","en revanche , lui estimer dommageable que il_expl ne y avoir que un seul candidature .",D
132,weban-upn_PV_CA_2008-10-17_TEI.s367,"Monsieur PUICHAUD-CHAUDOT juge impensable que la Présidente et à travers elle , notre Institution , ne soit pas respectée dans une telle réunion .","Monsieur PUICHAUD-CHAUDOT juger impensable que le président et à travers lui , son institution , ne être pas respecter dans un tel réunion .",D
18,weban-upn_PV_CA_2010-03-15_TEI.s81,"Mademoiselle COURAU estime problématique que la Présidente souhaite passer aux RCE bien avant la date butoir , sachant qu' elle s' est faite élire sur un programme anti-LRU .","Mademoiselle COURAU estimer problématique que le président souhaiter passer à+le RCE bien avant le date butoir , savoir que lui soi être faire élire sur un programme anti-LRU .",D
19,weban-upn_PV_CA_2010-03-15_TEI.s92,"Pour sa part , il s' exprime contre un passage en 2011 pour trois raisons :","pour son part , lui soi exprimer contre un passage en 2011 pour trois raison :",D
26,weban-upn_PV_CA_2010-03-15_TEI.s144,"Les BIATOS , au sein de l' intersyndicale , voteront contre la proposition .","le BIATOS , à+le sein de le intersyndicale , voter contre le proposition .",D
34,frau-upn_2008002-07_CR_CA_2001-05-21_TEI.s159,M. FISCHER fait part de son désaccord avec l' idée qu' il y aurait surencadrement à l' UFR d' Etudes Anglo - américaines : cette UFR a une fonction LCE mais aussi une fonction pluridisciplinaire vers l' extérieur ;,Monsieur FISCHER faire part de son désaccord avec le idée que il_expl y avoir surencadrement à le UFR de Etudes Anglo - américain : ce UFR avoir un fonction LCE mais aussi un fonction pluridisciplinaire vers le extérieur ;,D
44,frau-upn_2008002-07_CR_CA_2001-05-21_TEI.s183,M. DESMELIERS rappelle que l' UNEF- ID est hostile à la mise en place de droits d' inscription venant s' ajouter aux droits d' inscription payés par chaque étudiant en début d' année ;,Monsieur DESMELIERS rappeler que le UNEF- ID être hostile à le mise en place de droit de inscription venir soi ajouter à+le droit de inscription payer par chaque étudiant en début de année ;,D
58,frau-upn_2008002-07_CR_CA_2001-05-21_TEI.s229,Elle votera contre .,lui voter contre .,D
60,frau-upn_2008002-07_CR_CA_2001-05-21_TEI.s235,M. LEGRAND juge abusive et choquante l' affirmation selon laquelle une tarification de 50 F conduirait à une marchandisation des diplômes .,Monsieur LEGRAND juger abusif et choquant le affirmation selon lequel un tarification de 50 F conduire à un marchandisation de+le diplôme .,D
64,frau-upn_2008002-07_CR_CA_2001-05-21_TEI.s246,Il votera contre .,lui voter contre .,D
59,frau-upn_2010040-05_CR_CA_1998-05-25_TEI.s153,"Mme RIOUX considère qu' il est délicat pour le C.A. de voter globalement les sommes proposées par la C.S.E. , vu l' hétérogénéité des actions concernées .","Monsieur Rioux considérer que lui être délicat pour le C.A. de voter globalement le somme proposer par le C.S.E. , vu le hétérogénéité de+le action concerner .",D
90,weban-upn_PV_CA_2011-04-04_TEI.s363,Monsieur PUICHAUD-CHAUDOT estime ces discussions stériles .,Monsieur PUICHAUD-CHAUDOT estimer ce discussion stérile .,D
108,weban-upn_PV_CA_2011-04-04_TEI.s431,"Elle votera contre , car on ne lui a pas démontré que la situation pouvait s' améliorer avec ce changement de calendrier .","lui voter contre , car on ne lui avoir pas démontrer que le situation pouvoir se_expl améliorer avec ce changement de calendrier .",D
114,weban-upn_PV_CA_2011-04-04_TEI.s450,Il votera donc contre car la méthode n' est pas acceptable .,lui voter donc contre car le méthode ne être pas acceptable .,D
120,weban-upn_PV_CA_2011-04-04_TEI.s473,"Par ailleurs , elle est contre l' idée de calendrier différencié selon les UFR , du fait de l' interdisciplinarité grandissante .","par ailleurs , lui être contre le idée de calendrier différencier selon le UFR , de+le fait de le interdisciplinarité grandissant .",D
122,weban-upn_PV_CA_2011-04-04_TEI.s476,Monsieur POMMIER est étonné qu' on ne parvienne pas à savoir combien d' étudiants seraient pénalisés par ce changement .,Monsieur Pommier être étonner que on ne parvenir pas à savoir combien de étudiant être pénaliser par ce changement .,D
167,weban-upn_PV_CA_2011-04-04_TEI.s614,Elle est par principe plutôt contre .,lui être par principe plutôt contre .,D
45,weban-upn_PV_CA_2010-06-21_TEI.s205,Elle est pour sa part hostile à la création de précédents .,lui être pour son part hostile à le création de précédent .,D
143,weban-upn_PV_CA_2010-06-21_TEI.s587,Madame MADEUF exprime son désaccord .,Monsieur MADEUF exprimer son désaccord .,D
14,frau-upn_2010040_PV_CA_2005-01-31_TEI.s63,"Il est inquiet de la façon dont est , notamment , engagé l' aménagement de la gare .","lui être inquiet de le façon dont être , notamment , engager le aménagement de le gare .",D
18,frau-upn_2010040_PV_CA_2005-01-31_TEI.s84,"Il trouve inadmissible qu' un établissement voit , pour la quatrième année consécutive , sa Dotation globale de fonctionnement inchangée .","lui trouver inadmissible que un établissement voir , pour le quatrième année consécutif , son dotation global de fonctionnement inchangé .",D
69,frau-upn_2010040_PV_CA_2005-01-31_TEI.s282,Il estime cette situation dangereuse même si certains articles du projet protègent en partie le potentiel en postes et en locaux .,lui estimer ce situation dangereux même si certain article de+le projet protéger en partie le potentiel en poste et en local .,D
79,frau-upn_2010040_PV_CA_2005-01-31_TEI.s314,M. LEGRAND fait part de son désaccord .,Monsieur LEGRAND faire part de son désaccord .,D
69,fradhds-upn_3073W81_PV_CA_2003-02-03_TEI.s283,Il se dit surpris - vu l' effectif de notre université - de l' insistance sur la nécessité d' individualisation et de personnalisation de ce diplôme ;,lui se_expl dire surprendre - vu le effectif de son université - de le insistance sur le nécessité de individualisation et de personnalisation de ce diplôme ;,D
69,fradhds-upn_3073W81_PV_CA_2003-02-03_TEI.s285,Mais il est aussi étonné de l' accent mis sur le savoir être et les aptitudes comportementales des étudiants .,mais lui être aussi étonner de le accent mettre sur le savoir être et le aptitude comportemental de+le étudiant .,D
16,frau-upn_2010040-04_CR_CA_1991-11-04_TEI.s45,"A Madame DUTHU qui trouve le tarif dérisoire et à Monsieur VAFADARI qui s' inquiète de la location de salles alors que l' Université refuse de nouveaux bacheliers faute de place , Monsieur ZIGHERA répond qu' il ne s' agit pas d' ouvrir l' Université à qui nous proposerait 120 Frs de l' heure pour occuper nos salles , mais dans le cadre de conventions signées avec l' IUFM , par exemple , d' organiser des enseignements de la même manière que nous organisions auparavant les enseignements de CAPES au sein des UFR .","à Monsieur DUTHU qui trouver le tarif dérisoire et à Monsieur VAFADARI qui se_expl inquiéter de le location de salle alors que le université refuser de nouveau bachelier faute de place , Monsieur ZIGHERA répondre que il_expl ne se_expl agir pas de ouvrir le université à qui nous proposer 120 franc de le heure pour occuper son salle , mais dans le cadre de convention signer avec le IUFM , par exemple , de organiser un enseignement de le même manière que nous organiser auparavant le enseignement de CAPES à+le sein de+le UFR .",D
42,frau-upn_2010040-04_CR_CA_1991-11-04_TEI.s148,"Elle trouve le débat complètement "" idiot "" ;","lui trouver le débat complètement "" idiot "" ;",D
63,frau-upn_2010040-04_CR_CA_1991-11-04_TEI.s235,"O. HERRENSCHMIDT fait savoir que l' ensemble des collègues de l' UFR SSA sont hostiles à la délivrance d' un DEUG AES à la fin de la première année d' IUP , y compris en raison des incertitudes qui planent sur le devenir de la formation d' AES .","O. HERRENSCHMIDT faire savoir que le ensemble de+le collègue de le UFR SSA être hostile à le délivrance de un DEUG AES à le fin de le premier année de IUP , y comprendre en raison de+le incertitude qui planer sur le devenir de le formation de AES .",D
4,fradhds-upn_2283W_CR_CA_1986-05-16_TEI.s22,"M. le Président est inquiet cependant car la réunion de la Conférence des Présidents prévue le 29 mai , a été reportée au 12 juin 1986 sans explication .","Monsieur le président être inquiet cependant car le réunion de le conférence de+le président prévoir le 29 mai , avoir être reporter au 12 juin 1986 sans explication .",D
26,CA-Nanterre-2002-06-24_A-new.s118,Il se prononce contre cette adhésion .,,D
27,CA-Nanterre-2002-06-24_A-new.s119,Mme Hanen craint que les décisions relatives à l' académie de Versailles aient lieu au sein de ce GIP dont Paris X et Cergy ne seraient pas partie prenante .,,D
33,CA-Nanterre-2002-06-24_A-new.s150,Il déplore que les experts aient émis un avis sans l' avoir à aucun moment contacté .,,D
11,weban-upn_PV_CA_2014-07-07_TEI.s55,"En tous cas , l' Université de Paris Ouest Nanterre est défavorable à un accroissement de l' injection de la masse salariale dans le nouveau système d' allocation des moyens .","en tout cas , le université de Paris Ouest Nanterre être défavorable à un accroissement de le injection de le masse salarial dans le nouveau système de allocation de+le moyen .",D
30,weban-upn_PV_CA_2014-07-07_TEI.s196,"S' agissant du CNRS , il est regrettable de le présenter comme un aspect négatif du dossier .","se_expl agir de+le CNRS , il_expl être regrettable de lui présenter comme un aspect négatif de+le dossier .",D
93,weban-upn_PV_CA_2014-07-07_TEI.s448,"De plus , il est regrettable que les Moocs ne se destinent qu' aux anglophones .","de plus , il_expl être regrettable que le Moocs ne se_expl destiner que à+le anglophone .",D
14,weban-upn_PV_CA_2012-12-17_TEI.s69,Le SNESUP sera donc amené à voter contre ce budget .,le SNESUP être donc amener à voter contre ce budget .,D
60,weban-upn_PV_CA_2012-12-17_TEI.s236,"Il s' oppose à ce projet et votera contre car la fondation a selon lui pour objectif de concrétiser le désengagement de l' État , et il s' inquiète de la dépendance à long terme à l' égard de fonds privés .","lui se_expl opposer à ce projet et voter contre car le fondation avoir selon lui pour objectif de concrétiser le désengagement de le état , et lui se_expl inquiéter de le dépendance à long terme à le égard de fonds privé .",D
86,weban-upn_PV_CA_2012-12-17_TEI.s334,Stéphane BRETTE est surpris par le nombre d' heure de la licence ( 366h ) car il est d' usage en licence professionnelle que le nombre d' heures s' élève à 450 .,Stéphane Brette être surprendre par le nombre de heure de le licence ( 366h ) car lui être de usage en licence professionnel que le nombre de heure se_expl élever à 450 .,D
7,frau-upn_2010040-04_CR_CA_1995-01-23_TEI.s16,"C' est pourquoi , les représentants de l' UNEF -ID voteront contre l' augmentation de ces droits .","ce être pourquoi , le représentant de le UNEF -ID voter contre le augmentation de ce droit .",D
23,frau-upn_2010040_PV_CA_2004-11-22_1_TEI.s156,"M. RODRIGUEZ estime qu' il est contradictoire de dresser une telle ligne de défense , tout en s' engouffrant dans cette concurrence .","Monsieur RODRIGUEZ estimer que il_expl être contradictoire de dresser un tel ligne de défense , tout en se_expl engouffrer dans ce concurrence .",D
38,frau-upn_2010040_PV_CA_2004-06-28_TEI.s125,M. VATIN juge scandaleux qu' un diplôme ait pu être créé sans que les Instances en aient été saisies .,Monsieur VATIN juger scandaleux que un diplôme avoir pouvoir être créer sans que le instance en avoir être saisir .,D
52,frau-upn_2010040_PV_CA_2004-06-28_TEI.s218,M. DE TALHOUET se dit étonné par le montant des demandes d' admissions en non valeur et par l' ancienneté des opérations ( 1983 ) .,Monsieur de TALHOUET se_expl dire étonner par le montant de+le demande de admission en non valeur et par le ancienneté de+le opération ( 1983 ) .,D
85,frau-upn_2010040_PV_CA_2004-06-28_TEI.s383,M. GIBERT formule plusieurs remarques concernant ce problème qu' il considère très grave :,Monsieur GIBERT formuler plusieurs remarque concernant ce problème que lui considérer très grave :,D
27,frau-upn_2010040-05_CR_CA_1997-02-24_TEI.s104,"Monsieur GIBERT met en garde devant la diversification "" tous azimuts "" des activités et des formations "" qui ne font que se cannibaliser "" : une formation nouvelle qui ne fait que prendre des étudiants à une formation existante coûte cher , tandis que celle qui amène des étudiants supplémentaires rapporte des fonds .","Monsieur GIBERT mettre en garde devant le diversification "" tout azimut "" de+le activité et de+le formation "" qui ne faire que soi cannibaliser "" : un formation nouveau qui ne faire que prendre un étudiant à un formation existant coûter cher , tandis que celui qui amener un étudiant supplémentaire rapporter un fonds .",D
28,frau-upn_2010040-05_CR_CA_1997-02-24_TEI.s106,Madame DUTHU est réticente sur le fait de décider d' un prélèvement sur réserves avant même de connaître l' état exact de celles-ci .,Monsieur DUTHU être réticent sur le fait de décider de un prélèvement sur réserve avant même de connaître le état exact de celui-ci .,D
34,frau-upn_2010040-05_CR_CA_1997-02-24_TEI.s120,Madame DUBOIS met en garde contre des calculs effectués sans avoir tous les critères et les paramètres en mémoire .,Monsieur DUBOIS mettre en garde contre un calcul effectuer sans avoir tout le critère et le paramètre en mémoire .,D
