Tour,Id_phrase,phrase
55,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s135,"M. HERRENSCHMIDT s' étonne du 2è paragraphe de l' article 1 : "" elle est intitulée Faculté ... """
56,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s136,Mme PAUTI répond qu' il s' agit essentiellement d' un argument pour les relations avec l' extérieur .
57,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s137,Le Président fait remarquer que les mots sont parfois lourds de sens .
57,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s138,"Il est gêné par le fait qu' une UFR se distingue , même vis-à-vis de l' extérieur , de cette façon ."
57,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s139,"Au-delà des mots , c' est une brèche qui peut être ouverte ."
57,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s140,"En tant que responsable d' une certaine cohérence de l' université , cohérence qui passe parfois par le symbole des mots , il ne souhaite pas que cette appelation soit maintenue et met les statuts de l' UER de Sciences Juridiques aux voix en supprimant la 2è phrase de l' article 1 , quitte à revenir sur le sujet en le traitant au niveau de l' université et non pas d' une seule UFR"
57,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s141,Unanimité - 6 abstentions
57,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s142,Les statuts de l' UFR de Sciences Juridiques sont approuvés .
58,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s144,M. GOTTSMANN présente les statuts .
58,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s145,"A l' article 12 , mettre : Commission au lieu de Comité ."
59,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s146,"M. LACHENAUD demande d' ajouter à l' article 3 , après formation des maîtres "" en APS "" ."
60,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s147,Le Président soumet ces statuts à l' approbation du Conseil :
60,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s148,Unanimité - 6 abstentions .
60,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s149,Les statuts de l' UFR APS sont approuvés .
61,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s151,"M. SCHNEILIN ajoute que ce service commun est le seul n' ayant pas prévu de commission autour de son directeur et dans un souci d' harmonisation , la Commission des statuts propose qu' il y en ait une ."
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s152,Le Conseil est d' accord .
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s153,Ce comité de gestion comprendra outre le Président ou son représentant :
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s154,"le Secrétaire Général ou son représentant ,"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s155,"le directeur de l' UFR APS ,"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s156,"le directeur du service commun ,"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s157,"le Président de l' Association sportive de l' université ,"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s158,"2 représentants des enseignants proposés par le conseil de l' UFR APS ,"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s159,"2 représentants étudiants , dont :"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s160,1 élu au sein du Conseil de l' UFR APS
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s161,"1 élu au sein du Conseil d' Administration , ou à défaut un élu au CEVU et proposé par ce conseil"
62,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s162,1 représentant ATOS responsable technique du service commun
63,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s163,Le Président met ces statuts aux voix :
63,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s164,Unanimité
63,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s165,Les statuts du service commun du SUAPS - PA sont approuvés .
64,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s167,M. IGNASSE présente ces statuts .
65,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s168,"Le Président fait part au Conseil d' une remarque émanant de M. GUERIN , concernant les statuts de la Formation Continue ."
66,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s169,"Mme LESENECHAL a également abordé dans une lettre adressée au Président , les problèmes suivants :"
66,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s170,"représentation de la FEN , affectés à la direction de l' éducation permanente"
66,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s171,modalités à prévoir concernant les personnels non-enseignants
67,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s172,M. LACHENAUD est réservé sur le titre de direction d' Education Permanente .
68,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s174,Le Président ne croit pas qu' un service commun puisse s' appeler direction .
68,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s175,Cela est contraire au texte .
68,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s176,C' est l' université qui définit la politique en matière d' éducation permanente .
68,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s177,Il s' oppose à cette appellation .
69,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s178,Mme DUPUIS fait observer que le Conseil de l' Education permanente ne comprend pas de représentant d' entreprises .
70,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s179,Le Président ajoute que cette observation est tout à fait fondée .
70,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s180,"Dans ce cas , il faut préciser le choix des quatre personnalités extérieures et l' arrêter plus clairement dans les statuts ."
70,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s181,"Dans ce conseil plus qu' ailleurs , il faut se tourner vers les entreprises ."
71,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s182,"M. SCHNEILIN pense qu' il faudrait s' inspirer du décret 85-28 sur les personnalités extérieures ( article 3 , alinéa 2 ) ."
72,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s183,M. IGNASSE précise que ce décret n' est pas applicable .
73,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s184,M. LACHENAUD fait remarquer que l' objectif est d' avoir des personnalités extérieures qui nous éclairent et qui nous guident dans l' élaboration de nos formations .
74,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s185,"Le Président se demande si ce n' est pas l' ensemble de la représentation qui , dans le conseil de l' Education permanente , serait à remettre en cause , d' autant plus qu' il n' est que consultatif ( c' est le Conseil d' administration qui décide ) ."
74,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s186,"Il faut d' abord choisir les personnalités pour leur intérêt et leur compétence en matière de Formation continue , avant leur étiquette quelle qu' elle soit ."
75,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s187,"M. PIEJUS pense qu' il faut également des représentants des employeurs , car une partie des subventions provient du Conseil Régional ."
75,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s188,"Qu' il y ait au moins une personne pour défendre auprès du Conseil , les intérêts de la direction de l' éducation permanente , lui semble fondamental ."
76,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s189,Le Président propose de modifier ainsi l' article sur les personnalités extérieures :
76,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s190,Sur 7 personnalités extérieures :
76,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s191,1 représentant d' une organisation syndicale
76,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s192,"1 représentant des organisations d' employeurs ,"
76,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s193,5 autres personnes choisies en fonction des secteurs d' activités de l' IEP
77,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s194,M. IGNASSE propose
77,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s195,"2 représentants des organisations de salariés ( avec rotation CGT , CFDT , FO , FEN , CGC , CFTC ) ,"
77,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s196,"2 représentants des employeurs , choisies en fonction de leurs compétences et de leurs"
77,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s197,6 personnalités extérieures intérêts à la promotion professionnelle .
77,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s198,Ces statuts seront réexaminés lors du Conseil du 7 avril 1986 .
78,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s200,"A la demande de M. RODRIGUEZ , le Président fait part aux membres du Conseil de la recommandation de principe de la Commission budgétaire , à propos des TUC : "" employer moins de TUC pour les payer mieux et les former mieux "" ."
79,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s201,"La Commission budgétaire propose de porter la rémunération conplémentaire au maximum prévu par les textes , mais en conséquence , de diminuer le nombre de TUF embauchés ."
79,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s202,"La Commission budgétaire étudiera le nombre de TUC qui pourraient être embauchés à partir de la rentrée , lorsqu' elle connaîtra le montant exact des recettes de l' université ."
79,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s203,L' autre recommandation de la Commission budgétaire est de ne pas embaucher de TUC lorsqu' il n' y a pas de possibilité d' encadrement suffisante sur place ( 41 TUC au 3 mars ) .
80,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s204,"Le Président a proposé pour les quelques mois restants , que l' université prenne en charge l' équivalent d' un repas par jour au restaurant universitaire , sous forme d' indemnités versées à tous les TUC , cette mesure permettant de terminer les contrats actuels ."
80,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s205,"A partir de la rentrée les contrats seront modifiés la convention prévoyant une rémunération de 500 F par TUC , mais le nombre d' embauches sera diminué ."
81,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s206,"Pour répondre à M. ABECASSIS , le Président précise que le montant versé par l' université à chaque TUC pendant la période transitoire , s' élève à 175 F par mois ."
82,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s208,M. ABECASSIS fait les remarques suivantes concernant le procès verbal du 13 janvier :
82,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s209,"page 5 : en ce qui concerne l' élection des membres du Bureau du Conseil d' administration , il faudrait préciser en plus de M. DE VILLEPIN , que M. SOULAS n' a pas été élu ."
82,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s210,"page 10 : à propos du calendrier universitaire mis en annexe page 8 , il faudrait ajouter que le Président informe les membres du Conseil au sujet de ce calendrier ."
82,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s211,Ces deux procès-verbaux seront soumis à l' approbation du Conseil d' administration du 7 avril .
83,fradhds-upn_2283W_CR_CA_1986-03-24_TEI.s212,La séance est levée à 18 H .
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s2,La première séance du Conseil d' Administration de l' Université est ouverte par le Président qui souhaite la bienvenue à tous dans cette assemblée .
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s3,"M. IMBERTY rappelle que ce Conseil est le plus important au sein de l' Université , puisque c' est l' instance qui détermine la politique de l' Université ."
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s4,"Afin que chacun puisse se connaître , le Président présente les élus ainsi que les personnalités extérieures ( voir tableau récapitulatif en annexe I ) ."
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s5,Il donne lecture des excuses et procurations .
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s6,Il donne aussi lecture de la mise au point du S.G.E.N - C.F.D.T concernant le dernier vote au Conseil d' Université du 12 décembre 1985 :
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s7,""" Les sections S.G.E.N - C.F.D.T de l' Université de Nanterre ayant appris le vote de Gisèle PLANE lors du dernier Conseil de l' Université , tiennent à vous informer des faits suivants : Gisèle PLANE ayant démissionné de la C.F.D.T , mais non du Consei de l' Université n' engage que son nom et sa personne à travers sa position ."
1,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s8,"Le S.G.E.N - C.F.D.T réaffirme son soutien dans les poursuites pénales engagées suite à l' affaire de la lettre anonyme "" ."
2,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s9,Le Président indique que partie civile a été constituée et que la plainte a été déposée entre les mains du Doyen des Juges d' Instruction ;
2,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s10,il y aura expertise et enquête judiciaire .
2,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s11,Il précise aux représentants du Conseil qu' un texte émanant du S.N.E.S.U.P a été déposé à leur égard sur la table ( voir annexe II ) .
2,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s12,Ce texte reprend un problème que nous avions rencontré au moment des élections et pour lequel la Commission Electorale avait tranché ainsi que le Conseil de l' Université du 12 décembre 7985 .
2,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s13,"Une demande de recours avait été déposée , mais la Commission de Contrôle l' a rejetée car le délai était dépassé ."
3,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s14,M. SCHNEILIN répond qu' il découvre aussi ce tract maintenant et trouve la formulation à l' égard de sa collègue fort regrettable .
4,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s15,"M. IMBERTY pense que certaines accusations sont "" légères "" ."
4,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s16,"Cependant les résultats des élections étant acquis et la Commission de Contrôle s' étant prononcée , le Président pense que cet incident maintenant doit être clos ."
5,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s17,Mme ULLMO affirme qu' aucun Conseil n' a débattu de cette question puisque l' affaire n' était pas encore connue .
5,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s18,"D' autre part , Il n' y a aucune légèreté dans les accusations qui sont portées sur le texte ;"
5,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s19,"elles sont à la mesure de ce qui a été accompli , car alors que les élections se passaient dans une atmosphère de correction connaissance et de sérénité , l' acte de M. SCHNEILIN a rompu ce contrat ."
5,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s20,Elle ajoute que M. SOULAS qui s' est présenté au titre du GEROSLAP est également angliciste .
5,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s21,Il est normal que le Conseil d' Administration ait connaissance de l' incident .
6,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s22,"Mme ULLMO termine en disant qu' elle n' a pas souhaité une action en recours , mais elle regrette de dire que les élections ne se sont pas passées correctement dans son U.F.R."
7,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s23,"M. SCHNEILIN reprend la parole , bien qu' il ne souhaitait pas répondre à des tracts , n' ayant pas l' habitude de communiquer avec des collègues de cette manière ."
7,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s24,"Tout d' abord , il pense que Mme ULLMO "" mélange "" la représentation du Conseil d' Administration en citant M. SOULAS et la représentation sur laquelle porte sa note d' information , c' est à dire le Conseil des Etudes et de la Vie Universitaire ."
7,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s25,"Au Conseil d' Administration , il y avait deux listes parfaitement conformes à ce que souhait le Conseil d' Université ."
7,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s26,"Au Conseil des Etudes et de la Vie Universitaire , il y avait deux sièges , un pour les anglicistes , et un pour l' U.F.R dirigée par M. SCHNEILIN ."
7,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s27,"L' U.F.R a présenté au titre du collège B , deux candidats et a laissé le soin à l' U.F.R d' Anglais de présenter une autre personne ."
8,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s28,Le président ne souhaite pas continuer ce débat et rappelle les conditions difficiles dans lesquelles se sont déroulées les élections .
8,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s29,"En définitive , le Conseil a accepté les modifications imposées par le Ministère , mais en tenant compte des débats qu' il y avait eu en Commission des Statuts au préalable à savoir l' enseignement moral de toutes les U.E.R de respecter les règles de consensus édictées ."
9,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s31,"Comme l' indique l' article 16 de nos statuts , le Conseil doit désigner une personnalités extérieure à titre personnel , le Président demande un vote à bulletins secrets ."
10,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s32,"Sont proposés par M. ABECASSIS : Mme CARRE , Secrétaire Générale de la F.E. par M. le Président: M. CHEREAU , Directeur du théâtre des Amandiers de Nanterre ."
10,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s33,Ont obtenu : M. CHEREAU 34 voix Mme CARRE 11 ;
10,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s34,11 voix
10,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s35,M. CHEREAU est élu .
11,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s38,Le Président propose le renouvellement de Mme MORTUREUX à qui il accorde toute sa confiance .
11,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s39,"Sur 50 votants , Mme MORTUREUX a obtenu 33 voix - 12 blancs - 3 nuls et 2 non"
11,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s40,Mme MORTUREUX est élue .
11,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s41,"Ensuite le Président précise que le Conseil doit accomplir une nouvelle formalité de vote , car nos statuts précisent que les trois Vice-Présidents ayant été élus par chacun des Conseils , il appartient au Conseil d' Administration de donner son approbation à la composition du "" Bureau "" ( c'est-à-dire les trois Vice-Présidents qui entourent le Président ) ."
12,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s42,Le Conseil doit ratifier par oui ou non la composition du Bureau :
12,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s43,48
12,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s44,"Mme BARTHELEMY , chargée des Etudes"
12,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s45,"Mme MORTUREUX , chargée des Moyens"
12,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s46,"M. BECKER , chargé de la Recherche"
12,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s47,"Sur 52 votants , la composition proposée pour le Bureau recueille : 36 Pour - 6 Non - 8 Abstentions ."
13,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s48,"Le Président déclare que le Bureau est donc définitivement installé , et que les Vice-Présidents sont également officiellement installés dans leurs fonctions ."
14,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s49,"M. IMBERTY rend hommage à M. SCHNEILIN qui était jusqu' ici Vice-Président à l' Université , mais ne peut-être reconduit dans ses fonctions ."
14,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s50,"En effet , la Loi précise que le Président de l' Université ne doit s' entourer que de trois Vice-Présidents au lieu de quatre ( voir les statuts ) , et ne peut donner de délégation de signature qu' aux Vice-Présidents ."
14,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s51,"Bien entendu , M. SCHNEILIN restera Vice-Président Délégué dans l' Equipe Présidentielle ."
15,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s52,Le Président souligne qu' il peut compter sur le concours de M. SCHNEILIN et il l' en remercie .
15,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s53,Il précise que M. BECKER remplace M. PORTELLI qui a donné sa démission
15,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s54,"Pour différentes raisons personnelles i étant membre du jury de l' E.N.A , M. PORTELLI est accaparé par cette lourde tâche ."
15,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s55,C' est avec regret que le Président a accepté cette démission et il tient à rendre hommage au travail de M. PORTELLI .
16,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s57,Interruption de la séance pour que les collèges proposent les candidats au Bureau du Conseil d' Administration et à la Commission Budgétaire .
17,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s104,"Les U.F.R doivent élaborer leurs statuts , et ce sera donc à la Commission des Statuts d' examiner ces projets de statuts ."
17,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s105,"Ensuite , ils seront soumis au Conseil d' Administration ."
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s106,Cette Commission qui sera présidée par M. SCHNEILIN est ouverte à tous les membres qui le souhaitent .
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s107,Il faut bien sûr qu' elle soit représentative pour les différentes U.F.R et mouvements afin d' équilibrer le débat et que la consultation sc aussi large que possible .
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s108,Liste des membres de cette commission :
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s109,M. SCHNEILIN
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s110,M. HERRENSCHMIDT
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s111,M. MOUREY
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s112,M. DE VILLEPIN
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s113,M. GUITTARD
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s114,M. TROUILLON
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s115,M. HEITZ
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s116,Mle FOUCHE
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s117,M. QUEINNEC
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s118,M. GOTTSMANN
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s119,M. NOCQ Langues
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s120,S.S. A
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s121,U.N.E.F - I.D
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s122,U.N.E.F - I.D
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s123,U.N.E.F - I.D ( I.U.T )
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s124,Lame de Fond ( I.U.T )
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s125,Lame de Fond
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s126,U. N. I
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s127,C.E.L.F
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s128,E.P.S
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s129,Centre Sportif M. AMENT
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s130,M. RENOULT
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s131,M. LABICA
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s132,M. BUYLE - BODIN
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s133,Mme BERNAS
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s134,Mle JULLIEN
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s135,Directeur B.U
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s136,Philosophie I.U.T
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s137,Anglais
18,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s138,B. U
19,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s140,"Le Président fait savoir que lors du premier Conseil des Etudes et de la Vie Universitaire , il a évoqué le problème des locaux et a demandé la mise en place d' une commission ."
19,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s141,"Le problème des locaux demeure , étant donné qu' il n' y en a pas de nouveaux et il faudra trouver solution avec ce qui existe ."
20,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s142,"Le Président précise qu' il est prévu de faire participer des enseignants dans cette Commission pour "" harmoniser le débat "" ."
20,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s143,Cette commission serait chargée de proposer une redistribution des locaux sour le couvert du Président .
21,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s146,Mme BARTHELEMY évoque les projets de deux magistères et d' une variante d' une licence de Technologie préparée à l' I.E.P ( adoptés par le Conseil des Etudes et de la Vie Universitaire ) .
21,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s147,Le premier projet de Magistère d' Ingénierie Economique est présenté par M. LLAU ( voir annexe III ) .
21,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s148,"Sur cette base , nous pensons que ces diplômes avec une grande formation analytique de l' Ingénierie économique permettront de trouver un certain nombre de débouchés dans différents organismes , à la fois des organismes nationaux , Commissariat Général au plan ..."
21,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s149,La scolarité doit durer 3 ans pour une trentaine d' étudiants ( voir le détail des études en annexe ) .
22,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s150,49
22,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s151,"En 3ème année , ces étudiants seront réintégrés dans le cadre des D.E.A , D.E.S.S de l' U.F.R de Sciences Economiques et dans le cadre des Centres de Recherche qui assureront la tutelle scientifique de la formation ."
23,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s152,Mme BARTHELEMY donne la précision suivante ( voir pour détail la circulaire ministérielle appel d' offres ) :
23,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s153,il est question d' une dotation attribuée de manière spécifique à chaque magistère
23,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s154,"de plus des emplois enseignants-chercheurs ont été créés sur le budget 86 , et éventuellement des anciens doctorants pourraient être affectés avec la création de nouveaux magistères ."
24,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s155,"M. DE VILLEPIN trouve ce projet intéressant , cependant i1 regrette beaucoup que cette offre soit limitée à une trentaine d' étudiants à qui on propose des études de haut niveau , et que l'on laisse les autres au niveau actuel ."
25,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s156,"M. ABECASSIS comprend tout-à-fait les inquiétudes des étudiants , au sujet de ces magistères ."
25,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s157,Le Conseil d' U.E.R de Sciences Economiques a examiné les problèmes de la sélection et d' une formation à petits effectifs .
25,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s158,"Mais , nous sommes considérés par un certain nombre de collègues dans d' autres établissements comme une des principales U.E.R de Sciences Economiques de France , et il est vrai que nos étudiants vont se porter candidats à des magistères ailleurs ."
26,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s159,"Le Président tient à souligner ceci : si Nanterre ne fait pas ce magistère , d' autres le feront et de ce fait les étudiants iront ailleurs ."
26,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s160,"En moyen supplémentaire , il ne faut pas espérer que le magistère rapporte aux autres types de formation ."
26,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s161,"Que l'on veuille ou non , nous sommes entrés dans un système où les Universités ont , entre elles , une certaine concurrence ."
26,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s162,"Nos étudiants seraient défavorisés , aussi nous devons défendre ce projet et le faire accréditer cette année ."
26,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s163,Le Président procède au vote : Pour 33 - Contre 2 - Abstentions 15 .
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s164,"Magistère Droit Social ( voir annexe IV ) : M. LANGLOIS précise qu' il y a une demande particulière dans les entreprises et dans l' ensemble des administrations ( sécurité sociale , caisse d' assurance , organisation syndicale , barreau et avocats ) qui sont demandeurs de professionnels avertis de droit social ."
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s165,"D' autre part , il y a le fait qu' à Nanterre se soit constitué un ensemble d' enseignements et de recherches de droit social unique en France ."
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s166,"L' enseignement commence à la fin du D.E.U.G et se poursuit pendant 3 années universitaires qui permettent aux étudiants suivant ce magistère de passer leur licence en Droit , leur maîtrise de Droit Social et un D.E.S.S de Droit Social ."
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s167,Le détail des enseignements est mentionné dans l' annexe IV .
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s168,Stages :
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s169,1ère année dans une entreprise quelconque ( 1 mois 1/2 )
